"sep=,"
"received_message","pattern_matching","reply_message","multiple_replies","multiple_reply_delay","multiple_reply_delay_max","recipients","contacts","ignored_contacts","reply_delay","reply_delay_max","specific_times","monday","tuesday","wednesday","thursday","friday","saturday","sunday","pause_type","pause_value","disabled","subrule_of","go_to_rule","req_screen_off","req_charging","req_silent","req_do_not_disturb","req_car_mode","prev_rule_timeout","priority_alert","probability","package_names","label"
"دابي اضحك له","none","*عيب انا ما اضحك على احد*<#>*ما اقدر الان 🗿*<#>*مافي شي يضحك يا ورع🗿*<#>😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣🤣😂🤣😂🤣😂🤣🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂😂🤣😂🤣😂🤣😂🤣😂🤣😂😂🤣😂😀😂🤣😂🤣😂😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂😂😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂🤣😂🤣😂😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣😂🤣🤣 كذا يكفي او ازيد 😂😂🤣","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"دابي الاساطير","none","*مافي اساطير هنا*<#>*محد فيكم اسطورة والله*<#>*شتبي؟ محد اسطورة هنا يلا دز*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"دابي مين احله واحد هنا؟","none","*انا*<#>*محد حلو غيرك هنا😂*<#>*مطوري*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"دابي كم شاحنك","none","*%battery%*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"دابي بيانات","none","*❃━───━⌬〔✨〕⌬━───━❃*\n*اسم البوت 『دابي』*\n*المطور 『بينيمارو』*\n*بلاد المطور 『اليمن🇾🇪』*\n*❃━───━⌬〔✨〕⌬━───━❃*\n*البينات*\n*طالب الامر『%name%』*\nالجروب *『%chat_name%』*\n*عدد الاوامر المستلمة من  كل القروبات +الخاص*\n*رسالة 『%reply_count_overall%』*\n*❃━───━⌬〔✨〕⌬━───━❃*\n*الاوامر المطلوبة من جروبكم*\n*رسالة 『%received_count%』*\n*تم الرد اليوم على*\n*رسالة 『%reply_count_day%』*\n*❃━───━⌬〔✨〕⌬━───━❃*","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"دابي انت ذكي","none","*ادري اني ذكي🗿*<#>*وانت ذكي*<#>*كويس انك تفهم*<#>*وانت غبي😂🗿*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"دابي اوامر","none","*⎝┈═──══◞⬪✨⬪◟══──═┈⎞*\n*〖هلا انا دابي🐦〗*\n\n*الفعاليات والمسابقات اكتب:فعاليات دابي*\n\n*للسوالف أكتب : دابي سوالف*\n\n*للقوانين أكتب : قوانين دابي* \n\n*للقصص أكتب : قصص دابي*\n\n*للمعلومات اكتب : معلومات دابي*\n*◉❯━━━━━━✨━━━━━❮◉*\n*مطور البوت*\n*(بينيمارو)*\n*◉❯━━━━━━✨━━━━━❮◉*\n*✨نتمنى لكم الاستمتاع مع البوت*\n\n*❃━───━⌬〔✨〕⌬━───━❃*\n*اذا عندك أي افكار اضيفها للبوت تواصل مع مطور البوت*\n‏『+967737368322』\n*❃━───━⌬〔✨〕⌬━───━❃*","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"فعاليات دابي","none","*◉❯━━━━━━✨━━━━━❮*◉\n*〖هلا انا دابي🐦〗*\n*1.كتابة اكتب (كت)*\n*2.التعداد اكتب (تع)*\n*3.اسئلة اكتب (سس)*\n*◉❯━━━━━━✨━━━━━❮*◉","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"سس","none","*ميلوداس هو خطيئة؟*<#>*من هوا صديق سون غوكو؟*<#>*ما اسم طباخ طاقم قبعة القش؟*<#>*طول انف اوسوب يدل على؟*<#>*من هوا الذي درب ناروتو على الراسينقان؟*<#>*ما اسم الوحش الذي تستدعه تسونادي؟*<#>*ما الوسيلة الوحيدة للقضاء على العملاق؟*<#>*تختلف رسالة الاشارة الدخانية لفيلق الاستطلاع حسب اللون حيث يشير اللون الأحمر إلى ماذا؟*<#>*من هوا رفيق ايتاشي في الاكاتسكي*<#>*ما هوا سحر ناتسو؟*<#>*ما اسم الاخ الاكبر ل كيلوا؟*<#>*من هو منافس اوتشيها مادارا الوحيد؟*<#>*كم عمر ايس عندما خرج للبحر؟*<#>*كم يملك تيتش فواكه شيطان؟*<#>*من هو ملك الوحوش؟*<#>*من التي قتلت ساشا*؟<#>*من كان السبب وراء ندبة لوفي تحت عينه اليسرى؟*<#>*من سبب الجرح الي ببطن لوفي؟*<#>*كم يمتلك ايرين عمالقة؟*<#>*من هوا صاحب العملاق الوحش؟*<#>*من قائد الثيران السوداء؟*<#>*من هوا افضل قائد في عالم الانمي؟*<#>*من هوا صاحب العملاق المدرع؟*<#>*من هوا ملك النمل؟*<#>*ما اسم زعيم عصابة العنكبوت؟*<#>*ما اسم اللعبه التي دخلها غون وا كيلوا؟*<#>*من هوا ملك الشينوبي؟*<#>*من هوا الذي وصلت قوته تقارب اوتشيها مادارا؟*<#>*من هوا الذي يريد الانتقام من عصابة العنكبوت؟*<#>*من هوا الذي اسقط مذكرة الموت على الارض؟*<#>*ما هوا صاحب لقب كيرا؟*<#>*من اسم مساعد ال*<#>*من هوا زعيم الاكاتسكي؟*<#>*من هوا الذي قتل ايس؟*<#>*من هوا الهوكاجي السادس؟*<#>*من هوا صاحب لقب ملك القراصنة؟*<#>*ما اسم والد غون؟*<#>*من هوا زعيم عشيرة الاوتشيها؟*<#>*من هوا الهوكاجي الاول؟*<#>*ماذا كان دور ايروين سميث في فيلق الاستطلاع؟  *<#>*من هوا القائد بعد ايروين سميث*<#>*ماذا كان يعمل والد ايروين سميث؟*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"قوانين دابي","none","*1ملاحظة؛ احترم القوانين ذي او راح افقع وجهك انا وا لودر النقابة 🗿*\n\n*2 ☜ النشر للحسابات الخاصة والجروبات الأخرى 【 المرة الأولى إنذار سابق للطرد، المرة الثانية طرد مؤبد 】❌*\n\n*3 ☜ الخروج متعمدًا من إعلانات النقابة【 المرة الأولى إنذار سابق للطرد، المرة الثانية مؤبد 】 🛑*\n\n*4 ☜ إهانة الأعضاء【 المرة الأولى إنذار سابق للطرد، المرة الثانية طرد مؤبد 】⛔*\n\n*5 ☜ السب، الشتم أو القذف ❌⛔*\n\n*6 ☜ التحدث عن السياسة【 المرة الأولى إنذار سابق للطرد، المرة الثانية طرد مؤبد 】🛑*\n\n*7 ☜ التحدث بشكل مسيء للعقائد الدينية ⛔❌*\n\n*8 ☜ التلميحات المسيئة دينيًا ⛔🛑*\n\n*9 ☜ الإساءة الدينية المشفرة ⛔🚫*\n\n*10 ☜ الإحتكاك بين الجنسين بشكل منافي للأخلاق والمبادئ ⛔❌*\n\n*11 ☜ أي لفظ غير أخلاقي ⛔🛑*\n\n*12 ☜ التلميحات الغير أخلاقية ⛔🚫*\n\n*13 ☜ نشر أي محتوى【 صور، صوتيات، مقاطع، ملصقات، وغيرهم 】غير أخلاقي حتى لو كان تلميحاً طفيفاً ⛔❌*\n\n*14 ☜ إزعاج أحد الأعضاء أو المشرفين بالخاص【 المرة الأولى إنذار سابق للطرد، المرة الثانية طرد مؤبد 】⛔🛑*\n\n*15 ☜ إزعاج أحد الأعضاء أو المشرفين بالخاص بمحتوى إزعاج غير أخلاقي ⛔🚫*\n\n*16 ☜ العنصرية تجاه الأجناس والأعراق والشعوب والدول والأديان الأخرى ❌🚫*","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"تع","none","*✥━─━⌬〘✨〙⌬━─━✥*\n*┋『تـعـداد🎰』*\n◉┈┄┅┅━ • ⊰✨⊱ • ━┅┅┈┈◉\n*『عدد 3 من الثيرن السوداء』*\n*✥━─━⌬〘✨〙⌬━─━✥*<#>*✥━─━⌬〘✨〙⌬━─━✥*\n*┋『تـعـداد🎰』*\n*◉┈┄┅┅━ • ⊰✨⊱ • ━┅┅┈┈◉*\n*『عدد 3 انميات』*\n*✥━─━⌬〘✨〙⌬━─━✥*<#>*✥━─━⌬〘✨〙⌬━─━✥*\n*┋『تـعـداد🎰』*\n*◉┈┄┅┅━ • ⊰✨⊱ • ━┅┅┈┈◉*\n*『عدد 3 اسماء من العملاقه التسع』*\n*✥━─━⌬〘✨〙⌬━─━✥*<#>*✥━─━⌬〘✨〙⌬━─━✥*\n*┋『تـعـداد🎰』*\n*◉┈┄┅┅━ • ⊰✨⊱ • ━┅┅┈┈◉*\n*『عدد 3 مدربين』*\n*✥━─━⌬〘✨〙⌬━─━✥*<#>*✥━─━⌬〘✨〙⌬━─━✥*\n*〄┋『تـعـداد🎰』*\n*◉┈┄┅┅━ • ⊰✨⊱ • ━┅┅┈┈◉*\n*『عدد 3 اركات』*\n*✥━─━⌬〘✨〙⌬━─━✥*<#>*✥━─━⌬〘✨〙⌬━─━✥*\n*┋『تـعـداد🎰』*\n*◉┈┄┅┅━ • ⊰✨⊱ • ━┅┅┈┈◉*\n*『عدد 3 من الفريق السابع』*\n*✥━─━⌬〘✨〙⌬━─━✥*<#>*✥━─━⌬〘✨〙⌬━─━✥*\n*〄┋『تـعـداد🎰』*\n*◉┈┄┅┅━ • ⊰✨⊱ • ━┅┅┈┈◉*\n*『عدد 3 هوكاجي』*\n*✥━─━⌬〘✨〙⌬━─━✥*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"دابي كم طولك","none","*١٩٨.٥٠*","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"دابي قول نعم","none","*نعامه ترفسك🦉*","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"دابي باك","none","*هلا معك دابي*<#>*منور/ه يا اسطورة*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"دابي اسكت","none","*انت اسكت لا تقول اسكت لعمك يا ورع🦉*<#>*شايفني لعبة اخوك الصغير علشان تقول لي اسكت🦉*<#>*انت اسكت يا قط 🐈 *","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"دابي مين جلاد مادارا؟","none","*هاشيراما عمكم🗿*<#>*محد يقدر يجلد مادارا يا ورع*<#>*انا وا مايت غاي 🗿*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"دابي من اكبر مطبل هنا؟","none","*انا🗿عندك اعتراض 🗿*<#>*محد مطبل غيرك هنا*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"دابي تعال خاص","none","*خاص = طرد🗿*<#>*عيب انا ما ادخل للبنات خاص🗿*<#>*دز وربي ما اجي🗿*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"دابي ابي انام","none","*روح نام محد رفض عنك*<#>*يب يب روح على الاقل راح نرتاح منك*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"دابي كم الساعة الان؟","none","*%second% | %minute% | %hour%*","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"دابي اليوم ايش؟","none","*%day_of_week%*","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"دابي مين انا؟","none","*انت الورع🫡* *『‏ %name% ‬』*","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"دابي اسم القروب","none","*%chat_name%*","single","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"قصص دابي","none","*_الرجل العجوز في القرية 🛕_*\n\nيُحكى أنّ رجلا عجوزًا كان يعيش في قرية بعيدة، وكان أتعس شخص على وجه الأرض، حتى أنّ كلّ سكان القرية سئموا منه، لأنه كان محبطًا على الدوام، ولا يتوقّف عن التذمر والشكوى، ولم يكن يمرّ يوم دون أن تراه في مزاج سيء. وكلّما تقدّم به السنّ، ازداد كلامه سوءًا وسلبية… كان سكّان القرية ينجنّبونه قدر الإمكان، فسوء حظّه أصبح مُعديًا. ويستحيل أن يحافظ أيّ شخص على سعادته بالقرب منه. لقد كان ينشر مشاعر الحزن والتعاسة لكلّ من حوله. لكن، وفي أحد الأيام وحينما بلغ العجوز من العمر ثمانين عامًا، حدث شيء غريب، وبدأت إشاعة عجيبة في الانتشار: - ""الرجل العجوز سعيد اليوم، إنه لا يتذمّر من شيء، والابتسامة ترتسم على محيّاه، بل إن ملامح وجهه قد أشرقت وتغيّرت!"" تجمّع القرويون عند منزل العجوز، وبادره أحدهم بالسؤال: - ""ما الذي حدث لك؟"" وهنا أجاب العجوز: - ""لا شيء مهمًّا...لقد قضيتُ من عمري 80 عامًا أطارد السعادة بلا طائل. ثمّ قرّرت بعدها أن أعيش من دونها، وأن أستمتع بحياتي وحسب، لهذا السبب أنا سعيد الآن!"" \n\n*العبرة المستفادة:*\nلا تطارد السعادة...بدلاً من ذلك، استمتع بحياتك!<#>*_(قصة من تاليف بينيمارو)_* \nفي احد ايام الجميلة كان هناك رجل حزين جدا ولم يكن احد يهتم له ولكن كان على هذا الحال الى ان سمع ذات يوم ان هناك هجوم على المدينه التي يعيش فيها وقد سمع ان من يشارك في القتال سوي يصرف له مكافئة بسعر جيد وقد انطلق من اول الجنود وا بعد المعركة فاز الجنود وا تم اعطاء الكل ما يستحق اما لذالك الرجل تم اعطائه مثل بقيه الجنود وبعد فتره كان يكثر من الصدقة وا يعطي المحتاجين وا قد استمر الحال ها كاذ الى في يوم لم يعد لدى ذالك الرجل اي مال وا قد استمر على نفس حياته الاولى وفي يوم وصل الى الحاكم عن وضع هاذا الرجل فقد ذهب الى بيته هوا الوزير وا الرجل لم يكن بخيل جدا فقد قام ذبح البقرة التي يملك وا بعد ما اكل الحاكم وا الوزير قال الحاكم للوزير : دعنا نذهب وا نعطيه كيس مليئ بالنقود وا وضع الوزير النقود تحت الفرش وبعد ان ذهب الوزير من بيت الرجل راى الرجل النقود فاقام يجري وراء عربه الحاكم وا عند ما وصل الى القصر طلب لقاء الحاكم ثم ذهب وا قال هذه النقود لك يا سيدي لقد نسيتها في بيتي قال الحاكم خذها ثم اخذ النقود وعاد الى بيته وهوا فرح جدا وا عاد غني كما كان\nالعبره من هذه القصه هي\n\n(احمد الله على ما اعطاء فقد يعطيك اكثر )<#>*_(قصة قصيرة)_* \nفي احد الايام كان ابن لقمان يقع في الكثير من المشاكل وا كان يقول له ابوه لقمان لعلها خير وفي احد الايام قرر لقمان وا ابنه الذهاب لزيارة الى احد القرى وفي الطريق لدغة ابن لقمان حيه وا كان لقمان يعالج ابنه 5 ايام وا بعدها وصلوا الى القرية وا لم يجدوا احد فيها فا ذهبوا الى احد القرى المجاورة فا سال لقمان احد السكان ماذا حل لاصحاب القرية المجاورة لكم فارد عليه قال لقت ماتوا بسبب مرض الطاعون وا قال حينها لقمان لابنه ان لدغة الحيه كانت خير \n\nالعبره من هذا القصه هي\n\n(لا تستسلم فقد كل ما يحدث لك شيء فا كل ما يحدث لك ما الى ان اراد الله لك هاذا الشيء)<#>*_(قصة قصيرة)_*\nفي زمان الخليفة عمر بن الخطاب رضي الله عنه \nكان هناك رجل يمتلك مزرعة كبيرة جدا وا رجل اخر كان يملك 3 جمال دخلت الجمال مزرعة الرجل فا قام باخراج الجمال وا لكنها تعود فا ذهب الى صاحب الجمال وا قتله وا في اليوم التالي جاب اولاد الرجل يريدون ديه والدهم وا رفض الرجل وا عندها ذهبوا الى عمر بن الخطاب رضي الله عنه فا قصوا عليه ما حدث وا عندها امر باعدام ذالك الرجل وا لكن طلب منهم مهله مدتها 3 ايام وا عنده رفض عمر بن الخطاب وا فا  جاء ابا ذر وا قال انا سوف اكفله وافق عمر وا انقضى اليوم الاول وا الثاني وا الرجل لم يعد وا مساء اليوم الثالث لم يكن هناك اي خيار غير اعدام ابا ذر وا وا عند ما قرب وقت الاعدام قرب الرجل وا هوا يجري وا شاهدوا الناس انه لم يهرب وقد ساله عمر اين كنت؟  قال عائلتي في الصحراء وا كانت الطريق بعيده وا عندها قام سامح الاولاد ذالك الرجل وا بعدها ساله عمر ابا ذر كيف كنت تعرف انه سوف يعود قال له خشيت ان تذهب الامانه من قلوب الناس \nالعبره من هذه القصة هي\n\n(اذا واجهتك مثل هذه الضروف فا حافض الامانه مهما حدث )<#>*_(قصة قصيرة)_* \nفي احد الايام كان هناك اثنين من الرجال يمشون في اليل وا فا شاهدوا مجموعة من الشرطه وا كل منهم هرب وا احد هم هرب الى مكان فيه جثة ميت وا اعتقد الشرطة انه من قتل ذالك الرجل وا عندها طلب الرجل من الشرطه ان يتركوا يصلي وا عند ما كان يصلي دعاء الله وا عندها جاء رجل الذي قلته قال انا من قتلته فا اتركوا ذالك الرجل يذهب \nالعبره من هذه القصة هي \n\n(اذا وا جهتك مشكلة فا ادعي الله ان يفرجها لك)<#>*_(قصة قصيرة)_*\nكان هناك احد الرجال يعمل في طاحون وا بعدها قرر التقاعد فا قاله صاحب الطاحونة خذ 3 دنانير وا هوا عائد الى بيت شاهد 3 رجال احدهم عجوز لا يرى امامه وا فا قاله العجوز خذ مني حكمه بي دينار الرجل وافق وا بعدها قاله لا تنام في الوادي قاله تم 2 قاله اذا رئيت قتال وانت في الطريق لا تذهب الى بعد ينتهي الدخان 3 مدري نسيت المهم ذهب الى الوادي وا قالوا له اهل الولد نام عندنا قال لمه سوف انام فوق الجبل وا في اليوم الثاني شاهد ان كل اهل الوادي قد ماتوا وا هنا كمل طريقة وا بعدها شاهد قتال وا بعد القتال واصل طريقة وا بعدها قال له رجل تعال نام في بيتي وا الرجل كان يريد قتله وا بعدها مدري نسيت مدري نسيت مدري نسيت مدري نسيت مدري نسيت المهم عادى الى بيته وا وقتها شاهد رجل في بيته وا عندها غصب جدا وا بعدها تذكر ما قاله له العجوز عد الى 40 وا بعدها دخل البيت وا سئل زوجته من هاذا وا بعد نقاش علم انه ابنه \n\nالعبره من هذا القصه هي\n\n(لا تغضب ولا تدع وا تصدق وسوسه الشيطان لان الشيطان عدو الانسان)<#>*_(قصةمن تاليف بينيمارو)_*\nكان هناك رجل 👨 يمشى في الصحراء وا وجد رجل عطش لا يملك قطره ماء 💧 وا حينها اوصله معه ولكن عندما وقفوا عند بئر لشرب الماء دفع الرجل بذالك الرجل الى البئر وحيها اخذ ما معه من نقود وا كل ما يملك وا جلس الرجل داخل البئر يومان وفي اليوم الاول سمع اثنين من الجن يتكلموا عن قرية الشيخ بني مارلي ان من يقرأ عليها سوره الفاتحة وا سوره الفلق سوف تعدو الى كما كانت وا بئر بني اوتشيها من يقرأ عليها سوره البقرة وا سوره الفلق سوف يعود الماء اليها كما كانت وا بعدها عن مدري نسيت وا في اليوم الثاني جاء بعض الناس لشرب الماء وا عندها سحبوا الرجل من داخل البئر وا بعدها ذهب الى قرية بني مارلي وا فا قام يقرا على ابنت الشيخ عليها وا عادت الى عقلها وا بعدها عرض الحاكم على الرجل ان يزوجه ابنته وا بعدها ذهب الرجل الى قرية بني اوتشيها وا لم يجد الى عدد قليل من الناس وا حينها ذهب الى الزعيم وا قاله له لماذا هذه القرية فارغة؟  قال له بسبب عدم وجود الماء فقد جفت كل الابار وا حيث هنا قراء على البئر سوره البقرة وا الفلق وا عاد الماء اليها وا بعدها عاد الى قريه بني مارلي وا تزوج ابنه الحاكم وا في يوم قدم ذالك الرجل الذي اسقطه الى البئر وا قال هل تعرفني؟  قال نعم وا بعدها قاله كيف جئت بهاذا؟  وا بعدها قص عليه ما حدث وا بعدها ذهب ذالك الرجل وا اسقط بنفسه الى البئر وا في ذالك اليوم عاد الجن يتكلموا عن ابنت الشيخ بني مارلي وا عن بئر بني اوتشيها فا قالوا كيف احد على ان هاك علم فا هدموا البئر مع ذالك الرجل\nالعبره من هذه القصة هي \n\n(لا تكن طمعا وا ارضى بما كتب الله لك)","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,,
"دابي من عمك","none","*العم بينيمارو*<#>*بينيمارو عمي وا عمك*<#>*دابي البوت عمكم*<#>*مين غيره؟ اكيد العم بينيمارو*<#>*اكيد بينيمارو*<#>*بينيمارو*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"دابي من صنعك","none","*العم بينيمارو🫡*<#>*الاسطوره بينيمارو*<#>*عمك بينيمارو*<#>*بينيمارو*<#>*بينيمارو اكيد*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
"دابي في مشكلة هنا","none","*من وا من 🗿*<#>*قول بين من وا من وربي لا اهجدهم*<#>*مارح اسوي شي في ادمن هنا*<#>*لا تسوي شي يا ورع*","random","","","g","","","","","0","","","","","","","","seconds","0","0","","",,,,,,,,,"com.gbwhatsapq@UserHandle{0}",
